short,mid,long
0.23713101,0.28270146,1.0992838
0.23594914,0.2909523,1.0992838
0.23687394,0.28802016,1.0992838
0.23567867,0.2814962,1.0992838
0.24195541,0.28338975,1.0992838
0.24075127,0.28764468,1.0992838
0.2401962,0.2802041,1.0992838
0.24035645,0.27669895,1.0992838
0.23935227,0.28106076,1.0992838
0.24248935,0.30056047,1.0992838
0.24304874,0.30815744,1.0992838
0.24611135,0.32077897,1.0992838
0.24595697,0.3306383,1.0992838
0.24839005,0.34609953,1.0992838
0.24931751,0.35334894,1.0992838
0.2543641,0.3601494,1.0992838
0.25237337,0.36539525,1.0992838
0.25286487,0.35873792,1.0992838
0.25386068,0.34745595,1.0992838
0.2570279,0.34171334,1.0992838
0.25912574,0.3273272,1.0992838
0.25563067,0.32907718,1.0992838
0.25639662,0.32554916,1.0992838
0.25188923,0.31417924,1.0992838
0.2522121,0.30155733,1.0992838
0.25042996,0.2873959,1.0992838
0.25057843,0.27637485,1.0992838
0.2519599,0.2691832,1.0992838
0.2544113,0.2534041,1.0992838
0.25353545,0.2514856,1.0992838
0.2539833,0.2514856,1.0992838
0.25007433,0.2514856,1.0992838
0.24841607,0.2488994,1.0992838
0.2518176,0.24708341,1.0992838
0.25453037,0.25022513,1.0992838
0.2548363,0.25638586,1.0992838
0.25594163,0.25648886,1.0992838
0.2577141,0.25536186,1.0992838
0.25511128,0.24344626,1.0992838
0.26129532,0.23505951,1.0992838
0.26379374,0.23087724,1.0992838
0.2628657,0.23702614,1.0992838
0.26377562,0.23683508,1.0992838
0.26233247,0.2435614,1.0992838
0.25763887,0.2521482,1.0992838
0.25809434,0.2685429,1.0992838
0.2574693,0.26946247,1.0992838
0.2609594,0.260366,1.0992838
0.2650926,0.2690406,1.0992838
0.26557213,0.27280527,1.0992838
0.26909664,0.27580056,1.0992838
0.26902995,0.28034258,1.0992838
0.26815113,0.2876782,1.0992838
0.2673159,0.29533556,1.0992838
0.26935717,0.30233783,1.0992838
0.26970723,0.31070215,1.0992838
0.26930264,0.31232575,1.0992838
0.27112505,0.30248854,1.0992838
0.27223235,0.2937232,1.0992838
0.2746749,0.27616596,1.0992838
0.27223465,0.26051417,1.0992838
0.26723906,0.23826452,1.0992838
0.2673084,0.2287919,1.0992838
0.26742074,0.21855733,1.0992838
0.26463568,0.20193249,1.0992838
0.2643474,0.19844043,1.0992838
0.26511788,0.20564078,1.0992838
0.26519248,0.21844533,1.0992838
0.26417127,0.22519232,1.0992838
0.2622358,0.23475459,1.0992838
0.26169223,0.24369152,1.0992838
0.25618592,0.24394313,1.0992838
0.25892615,0.24343246,1.0992838
0.26482153,0.24667504,1.0279747
0.26410195,0.25674903,0.73869616
0.2650493,0.25988385,0.67267513
0.25947508,0.24855632,0.71871585
0.26660857,0.24965219,0.62899417
0.2671678,0.2468388,0.5810607
0.26337168,0.23933731,0.5479861
0.2634781,0.23995961,0.70156336
0.2638751,0.23968536,0.6656563
0.26708996,0.23520653,0.74912065
0.26802588,0.23222639,0.6292171
0.27104074,0.2436171,0.45940688
0.2753263,0.24951029,0.44787797
0.276149,0.24755897,0.3896
0.2741083,0.24307871,0.28936568
0.27375776,0.24284865,0.37831214
0.27765033,0.24304903,0.45445132
0.2824486,0.23160343,0.3636981
0.2813677,0.23400173,0.24005689
0.28221184,0.23667441,0.23580272
0.2812732,0.23512429,0.23037441
0.28036016,0.23855616,0.29949313
0.27739197,0.24437785,0.21893823
,0.25520548,0.21434288
,0.25237495,0.22037022
,0.2535552,0.20992823
,0.26090813,0.27740604
,0.26682186,0.32348585
,0.27047804,0.28000644
,0.2643517,0.24909799
,0.26279205,0.2823892
,0.26854458,0.23971803
,0.27914724,0.23992169
